In a hole in the ground there lived a hobbit. NA NA															
‘If I am it is your fault	’ said Bilbo. NA NA														
‘It is mine	I tell you. NA NA														
My own. NA NA															
My Precious. NA NA															
Yes	my Precious.’ NA NA														
The wizard’s face remained grave and attentive	and only a flicker in his deep eyes showed that he was startled and indeed alarmed. NA NA														
‘It has been called that before	’ he said	‘but not by you.’ NA NA													
‘But I say it now. NA NA															
And why not? NA NA															
Even if Gollum said the same once. NA NA															
It’s not his now	but mine. NA NA														
And I shall keep it	I say.’ NA NA														
Gandalf stood up. NA NA															
He spoke sternly. NA NA															
‘You will be a fool if you do	Bilbo	’ he said. NA NA													
‘You make that clearer with every word you say. NA NA															
It has got far too much hold on you. NA NA															
Let it go! NA NA															
And then you can go yourself	and be free.’ NA NA														
‘I’ll do as I choose and go as I please	’ said Bilbo obstinately. NA NA														
‘Now	now	my dear hobbit!’ said Gandalf. NA NA													
‘All your long life we have been friends	and you owe me something. NA NA														
Come! NA NA															
Do as you promised: give it up!’ NA NA															
‘Well	if you want my ring yourself	say so!’ cried Bilbo. NA NA													
‘But you won’t get it. NA NA															
I won’t give my Precious away	I tell you.’ NA NA														
His hand strayed to the hilt of his small sword. NA NA															
Gandalf’s eyes flashed. NA NA															
‘It will be my turn to get angry soon	’ he said. NA NA														
‘If you say that again	I shall. NA NA														
Then you will see Gandalf the Grey uncloaked.’ NA NA															
He took a step towards the hobbit	and he seemed to grow tall and menacing; his shadow filled the little room. NA NA														
Bilbo backed away to the wall	breathing hard	his hand clutching at his pocket. NA NA													
They stood for a while facing one another	and the air of the room tingled. NA NA														
Gandalf’s eyes remained bent on the hobbit. NA NA															
Slowly his hands relaxed	and he began to tremble. NA NA														
‘I don’t know what has come over you	Gandalf	’ he said. NA NA													
‘You have never been like this before. NA NA															
What is it all about? NA NA															
It is mine isn’t it? NA NA															
I found it	and Gollum would have killed me	if I hadn’t kept it. NA NA													
I’m not a thief	whatever he said.’ NA NA														
‘I have never called you one	’ Gandalf answered. NA NA														
‘And I am not one either. NA NA															
I am not trying to rob you	but to help you. NA NA														
I wish you would trust me	as you used.’ NA NA														
He turned away	and the shadow passed. NA NA														
He seemed to dwindle again to an old grey man	bent and troubled. NA NA														
Bilbo drew his hand over his eyes. NA NA															
‘I am sorry	’ he said. NA NA														
‘But I felt so queer. NA NA															
And yet it would be a relief in a way not to be bothered with it any more. NA NA															
It has been so growing on my mind lately. Metaphor NA															
Sometimes I have felt it was like an eye looking at me. simile NA															
